child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Spirigerininae,"belongs to",Atrypinidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Punctatrypinae,"belongs to",Punctatrypidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Punctatrypidae,"belongs to",Punctatrypoidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Punctatrypoidea,"belongs to",Atrypidina,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Atrypinellinae,"belongs to",Punctatrypidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Anazyginae,"belongs to",Anazygidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Anazygidae,"belongs to",Anazygoidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Anazygoidea,"belongs to",Anazygidina,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Anazygidina,"belongs to",Atrypida,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Catazyginae,"belongs to",Anazygidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Tuvaellinae,"belongs to",Anazygidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Davidsoniidae,"belongs to",Davidsonioidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Davidsonioidea,"belongs to",Davidsoniidina,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Davidsoniidina,"belongs to",Atrypida,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Carinatinidae,"belongs to",Davidsonioidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Palaferellidae,"belongs to",Palaferelloidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Palaferelloidea,"belongs to",Davidsoniidina,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Karpinskiinae,"belongs to",Karpinskiidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Karpinskiidae,"belongs to",Palaferelloidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Vagraniinae,"belongs to",Karpinskiidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Symmatrypidae,"belongs to",Palaferelloidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Lissatrypidae,"belongs to",Lissatrypoidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Lissatrypoidea,"belongs to",Lissatrypidina,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Lissatrypidina,"belongs to",Atrypida,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Septatrypinae,"belongs to",Septatrypidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Septatrypidae,"belongs to",Lissatrypoidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Idiospirinae,"belongs to",Septatrypidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Glassiidae,"belongs to",Glassioidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Glassioidea,"belongs to",Lissatrypidina,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Protozygidae,"belongs to",Protozygoidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Protozygoidea,"belongs to",Lissatrypidina,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Cyclospiridae,"belongs to",Protozygoidea,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Lituitidae,"belongs to",Orthoceratina,H.,Mutvei,,,,2002
Amphilemurinae,"belongs to",Amphilemuridae,T.,Smith,"J. I.",Bloch,"S. G. Strait, P. D. Gingerich",2002
Cathayornithiformes,"belongs to",Enantiornithes,Z.,Zhou,,,,2002
Oosterellidae,"belongs to",Perisphinctaceae,Z.,Vasicek,,,,2002
Olcostephanidae,"belongs to",Perisphinctaceae,Z.,Vasicek,,,,2002
Olcostephaninae,"belongs to",Olcostephanidae,Z.,Vasicek,,,,2002
Holcodiscidae,"belongs to",Perisphinctaceae,Z.,Vasicek,,,,2002
Neocomitinae,"belongs to",Neocomitidae,Z.,Vasicek,,,,2002
Barremitinae,"belongs to",Desmoceratidae,Z.,Vasicek,,,,2002
Alloraphidiidae,"belongs to",Raphidioptera,"M. S.",Engel,,,,2002
Raphidiidae,"belongs to",Raphidiomorpha,,Engel,,,,2002
Liassophilidae,"belongs to",Paratrichoptera,"V. G.",Novokshonov,,,,2002
Diomedeoididae,"belongs to",Procellariiformes,G.,Mayr,"D. S.",Peters,"S. Rietschel",2002
Dasornithidae,"subjective synonym of",Pelagornithidae,G.,González-Barba,T.,Schwennicke,"J. L. Goedert, L. G. Barnes",2002
Quercymegapodiidae,"belongs to",Galliformes,S.,Hope,,,,2002
Diadectomorpha,"belongs to",Cotylosauria,"R. A.",Kissel,"T. M.",Lehman,,2002
Tadaridinae,"belongs to",Molossidae,J.,Arroyo-Cabrales,R.,Gregorin,"D. A. Schlitter, A. Walker",2002
Procolophonia,"belongs to",Parareptilia,"R. R.",Reisz,D.,Scott,,2002
Cathayornithidae,"belongs to",Cathayornithiformes,Z.,Zhou,,,,2002
Scansoriopterygidae,"belongs to",Maniraptora,"S. A.",Czerkas,C.,Yuan,,2002
Culicidae,"belongs to",Culicoidea,"Y. C.",Hong,,,,2002
Procolophoninae,"belongs to",Procolophonidae,S.P.,Modesto,"R. J.",Damiani,"H.-D. Sues",2002
Molossinae,"belongs to",Molossidae,J.,Arroyo-Cabrales,R.,Gregorin,"D. A. Schlitter, A. Walker",2002
Palliolinae,"belongs to",Pectinidae,R.,Marquet,,,,2002
Cyphornithidae,"subjective synonym of",Pelagornithidae,G.,González-Barba,T.,Schwennicke,"J. L. Goedert, L. G. Barnes",2002
Orthoceratina,"belongs to",Cephalopoda,H.,Mutvei,,,,2002
Linnarssoniinae,"belongs to",Acrotretidae,E.,Landing,G.,Geyer,"K.E. Bartowski",2002
Avipedidae,"belongs to",Aves,Y.,Azuma,Y.,Arakawa,"Y. Tomida, P. J. Currie",2002
Pondaungini,"invalid subgroup of",Amphipithecinae,N.,Shigehara,M.,Takai,"R. F. Kay, A. K. Aung, A. N. Soe, S. T. Tun, T. Tsubamoto, T. Thein",2002
Ourayiini,"belongs to",Omomyinae,"K. M.",Muldoon,"G. F.",Gunnell,,2002
Eupelycosauria,"belongs to",Synapsida,"R. A.",Kissel,"T. M.",Lehman,,2002
Catacrinidae,"belongs to",Erisocrinacea,"R. K.",Pabian,"W. J.",Rushlau,,2002
Pondaungini,"belongs to",Notharctidae,"G. F.",Gunnell,"R. L.",Ciochon,"P. D. Gingerich, P. A. Holroyd",2002
Siamopithecini,"belongs to",Pondaungini,"G. F.",Gunnell,"R. L.",Ciochon,"P. D. Gingerich, P. A. Holroyd",2002
Ctenacanthoidea,"belongs to",Ctenacanthida,M.,Ginter,,,,2002
Katoporida,"belongs to",Thelodonti,T.,Marss,V.,Karatajute-Talimaa,,2002
Protopteraspididae,"belongs to",Pteraspidiformes,"A. R. M.",Blieck,"V. N.",Karatajute-Talimaa,"E. Mark-Kurik",2002
Pteraspidiformes,"belongs to",Pteraspidomorphi,"A. R. M.",Blieck,"V. N.",Karatajute-Talimaa,"E. Mark-Kurik",2002
Pteraspidida,"belongs to",Pteraspidomorphi,"A. R. M.",Blieck,"V. N.",Karatajute-Talimaa,"E. Mark-Kurik",2002
Pteraspididae,"belongs to",Pteraspidida,"A. R. M.",Blieck,"V. N.",Karatajute-Talimaa,"E. Mark-Kurik",2002
Coelolepididae,"belongs to",Thelodontida,"I. J.",Sansom,"D. K.",Elliott,,2002
Loganellidae,"belongs to",Katoporida,T.,Marss,V.,Karatajute-Talimaa,,2002
Loganiidae,"replaced by",Loganellidae,T.,Marss,V.,Karatajute-Talimaa,,2002
Coelolepididae,"belongs to",Thelodontida,T.,Marss,V.,Karatajute-Talimaa,,2002
Cyathaspididae,"belongs to",Thelodonti,T.,Marss,V.,Karatajute-Talimaa,,2002
Poraspididae,"belongs to",Thelodonti,T.,Marss,V.,Karatajute-Talimaa,,2002
Helminthochitonidae,"belongs to",Chelodina,"R. D.",Hoare,,,,2002
Zatheria,"belongs to",Cladotheria,T.,Martin,,,,2002
Stagonolepinae,"belongs to",Stagonolepididae,"A. B.",Heckert,"S. G.",Lucas,,2002
Ctenochasmatoidea,"belongs to",Pterodactyloidea,"D. M.",Unwin,,,,2002
Ctenochasmatidae,"belongs to",Ctenochasmatoidea,"D. M.",Unwin,,,,2002
Dolichosomatidae,"subjective synonym of",Phlegethontiidae,"J. S.",Anderson,,,,2002
Aistopoda,"belongs to",Lepospondyli,"J. S.",Anderson,,,,2002
Gnathosaurinae,"belongs to",Ctenochasmatidae,"D. M.",Unwin,,,,2002
Lonchodectidae,"belongs to",Ctenochasmatoidea,"D. M.",Unwin,,,,2002
Ctenochasmatinae,"belongs to",Ctenochasmatidae,"D. M.",Unwin,,,,2002
Sphenacodontia,"belongs to",Eupelycosauria,"R. A.",Kissel,"T. M.",Lehman,,2002
Eusuchia,"belongs to",Crocodyliformes,"R. E.",Molnar,T.,Worthy,"P. M. A. Willis",2002
Mekosuchinae,"belongs to",Crocodylidae,"R. E.",Molnar,T.,Worthy,"P. M. A. Willis",2002
Mekosuchini,"belongs to",Mekosuchinae,"R. E.",Molnar,T.,Worthy,"P. M. A. Willis",2002
Myriotrochidae,"belongs to",Apodida,M.,Reich,,,,2002
Acrodontinae,"belongs to",Hybodontes,"P. A.",Murry,"R. E.",Kirby,,2002
Dicynodontia,"belongs to",Therapsida,"S. P.",Modesto,"B. S.",Rubidge,"J. Welman",2002
Retiolitidae,"belongs to",Graptoloidea,A.,Koz&#322;owska&#8722;Dawidziuk,,,,2002
Penaeidae,"belongs to",Penaeoidea,A.,Garassino,G.,Pasini,,2002
Omnivoropterygidae,"belongs to",Omnivoropterygiformes,"S. A.",Czerkas,Q.,Ji,,2002
Omnivoropterygiformes,"belongs to",Aves,"S. A.",Czerkas,Q.,Ji,,2002
Tshekardominidae,"belongs to",Protoperlina,"V. G.",Novokshonov,"D. S.",Aristov,,2002
Pachypleurosauria,"belongs to",Eosauropterygia,M.,"Dalla Vecchia",M.,Avanzini,,2002
Elosuchidae,"belongs to",Crocodilia,F.,"de Lapparent de Broin",,,,2002
Raphidioptera,"belongs to",Neuropterida,,Engel,,,,2002
Raphidiomorpha,"belongs to",Raphidioptera,,Engel,,,,2002
Euryptilonidae,"belongs to",Grylloblattida,"D. S.",Aristov,,,,2002
Campylopteridae,"belongs to",Odonatoptera,A.,Nel,A.,Huguet,,2002
Palaeomantidae,"belongs to",Miomoptera,"L. V.",Zhuzhgova,,,,2002
Campterophlebiidae,"belongs to",Isophlebioidea,G.,Fleck,A.,Nel,,2002
Isophlebioidea,"belongs to",Isophlebioptera,G.,Fleck,A.,Nel,,2002
Isophlebioptera,"belongs to",Odonata,G.,Fleck,A.,Nel,,2002
Isophlebioptera,"belongs to",Epiproctophora,A.,Nel,V.,Marie,"S. Schmeißner",2002
Polystoechotidae,"belongs to",Hemerobiiformia,D.,Ren,"M. S.",Engel,"W. Lu",2002
Hemerobiiformia,"belongs to",Neuroptera,D.,Ren,"M. S.",Engel,"W. Lu",2002
Nannogomphidae,"belongs to",Brachystigmata,G.,Bechly,K.,Ueda,,2002
Brachystigmata,"belongs to",Cristotibiata,G.,Bechly,K.,Ueda,,2002
Phytosauria,"belongs to",Crurotarsi,A.,Hungerbühler,,,,2002
Phytosauridae,"belongs to",Phytosauria,A.,Hungerbühler,,,,2002
Pseudopalatinae,"belongs to",Phytosauridae,A.,Hungerbühler,,,,2002
Brachydiplacini,"belongs to",Tetrathemistinae,G.,Bechly,"V. J.",Sach,,2002
Tetrathemistinae,"belongs to",Libellulidae,G.,Bechly,"V. J.",Sach,,2002
Chlorogomphida,"belongs to",Cavilabiata,G.,Bechly,K.,Ueda,,2002
Cavilabiata,"belongs to",Anisoptera,G.,Bechly,K.,Ueda,,2002
Araripechlorogomphidae,"belongs to",Chlorogomphida,G.,Bechly,K.,Ueda,,2002
Cristotibiata,"belongs to",Cavilabiata,G.,Bechly,K.,Ueda,,2002
Neopetaliidae,"belongs to",Cristotibiata,G.,Bechly,K.,Ueda,,2002
Whatcheeriidae,"belongs to",Tetrapodomorpha,"J. A.",Clack,,,,2002
Ungaliophiidae,"belongs to",Booidea,"T. P.",Wilcox,"D. J.",Zwickl,"T. A. Heath, D. M. Hillis",2002
Sminthuridae,"belongs to",Collembola,K.,Christiansen,E.,Pike,,2002
Dictynidae,"belongs to",Araneomorphae,D.,Penney,,,,2002
Triassoneuridae,"subjective synonym of",Triassolestidae,A.,Nel,V.,Marie,"S. Schmeißner",2002
Progonophlebiidae,"subjective synonym of",Triassolestidae,A.,Nel,V.,Marie,"S. Schmeißner",2002
Triassolestidae,"belongs to",Isophlebioptera,A.,Nel,V.,Marie,"S. Schmeißner",2002
Mesophlebiidae,"subjective synonym of",Triassolestidae,A.,Nel,V.,Marie,"S. Schmeißner",2002
Sinodryopitidae,"belongs to",Dryopoidea,"Y. C.",Hong,,,,2002
Sivatheriinae,"belongs to",Giraffidae,"A. A.",Khan,M.,Sarwar,,2002
Italophlebiidae,"subjective synonym of",Triassolestidae,A.,Nel,V.,Marie,"S. Schmeißner",2002
Lagonomegopidae,"belongs to",Araneomorphae,D.,Penney,,,,2002
Oonopidae,"belongs to",Araneomorphae,D.,Penney,,,,2002
Oecobiidae,"belongs to",Araneomorphae,D.,Penney,,,,2002
Palaeomacromiidae,"belongs to",Anisoptera,"J. F.",Petrulevicius,A.,Nel,,2002
Paratrichoptera,"belongs to",Mecoptera,"V. G.",Novokshonov,,,,2002
Ephialtitinae,"belongs to",Ephialtitidae,H.,Zhang,"A. P.",Rasnitsyn,"J. F. Zhang",2002
Amplexoporidae,"belongs to",Amplexoporoidea,"L. V.",Nekhorosheva,,,,2002
Amplexoporoidea,"belongs to",Trepostomida,"L. V.",Nekhorosheva,,,,2002
Campylopterodea,"subjective synonym of",Odonatoptera,A.,Nel,A.,Huguet,,2002
Aeduellidae,"belongs to",Aeduelliformes,S.,Stamberg,,,,2002
Aeduelliformes,"belongs to",Actinopterygii,S.,Stamberg,,,,2002
Sharephemeridae,"belongs to",Ephemeroptera,"N. D.",Sinitshenkova,,,,2002
Ephialtitoidea,"belongs to",Apocrita,H.,Zhang,"A. P.",Rasnitsyn,"J. F. Zhang",2002
Larentiinae,"belongs to",Geometridae,"A. C.",Harris,"J. I.",Raine,,2002
Hybodontes,"belongs to",Hybodontoidea,D.,Delsate,"C. J.",Duffin,"R. Weis",2002
Hybodontes,"belongs to",Hybodontoidea,"C. J.",Underwood,J.,Rees,,2002
Hybodontes,"belongs to",Hybodontoidea,"P. A.",Murry,"R. E.",Kirby,,2002
Sphaeropsocidae,"belongs to",Nanopsocetae,C.,Lienhard,"C. N.",Smithers,,2002
Bechlyidae,"belongs to",Archizygopteroidea,"E. A.",Jarzembowski,A.,Nel,,2002
Priscaenigmatidae,"belongs to",Priscaenigmatomorpha,"M. S.",Engel,,,,2002
Priscaenigmatomorpha,"belongs to",Raphidioptera,"M. S.",Engel,,,,2002
Tcholmanvissiinae,"belongs to",Tcholmanvissiidae,O.,Béthoux,A.,Nel,,2002
Tettoedischiinae,"belongs to",Tcholmanvissiidae,O.,Béthoux,A.,Nel,,2002
Raphoglidae,"belongs to",Ensifera,O.,Bethoux,A.,Nel,"J. Lapeyrie, G. Gand, J. Galtier",2002
Urodeles,"belongs to",Caudata,"A. O.",Averianov,"A. V.",Voronkevich,,2002
Troctomorpha,"belongs to",Psocoptera,C.,Lienhard,"C. N.",Smithers,,2002
Compsocidae,"belongs to",Electrentomoidea,C.,Lienhard,"C. N.",Smithers,,2002
Baeninae,"belongs to",Baenidae,"P. A.",Holroyd,"J. H.",Hutchison,,2002
Psocidae,"belongs to",Psocetae,C.,Lienhard,"C. N.",Smithers,,2002
Zorotypidae,"belongs to",Zoraptera,"M. S.",Engel,"D. A.",Grimaldi,,2002
Psocomorpha,"belongs to",Psocoptera,C.,Lienhard,"C. N.",Smithers,,2002
Protentomobryidae,"belongs to",Collembola,K.,Christiansen,E.,Pike,,2002
Oncobryidae,"belongs to",Collembola,K.,Christiansen,E.,Pike,,2002
Tomoceridae,"belongs to",Collembola,K.,Christiansen,E.,Pike,,2002
Isotomidae,"belongs to",Collembola,K.,Christiansen,E.,Pike,,2002
Neanuridae,"belongs to",Collembola,K.,Christiansen,E.,Pike,,2002
Brachystomellidae,"belongs to",Collembola,K.,Christiansen,E.,Pike,,2002
Paramblypteriformes,"belongs to",Actinopterygii,S.,Stamberg,,,,2002
Empheriidae,"belongs to",Atropetae,C.,Lienhard,"C. N.",Smithers,,2002
Atropetae,"belongs to",Trogiomorpha,C.,Lienhard,"C. N.",Smithers,,2002
Trogiomorpha,"belongs to",Psocoptera,C.,Lienhard,"C. N.",Smithers,,2002
Placochelyidae,"belongs to",Cyamodontoidea,C.,Li,O.,Rieppel,,2002
Cyamodontoidea,"belongs to",Placodontia,C.,Li,O.,Rieppel,,2002
Baetiscidae,"belongs to",Ephemeroptera,"A. H.",Staniczek,G.,Bechly,,2002
Psyllipsocidae,"belongs to",Psocathropetae,C.,Lienhard,"C. N.",Smithers,,2002
Lepidopsocidae,"belongs to",Atropetae,C.,Lienhard,"C. N.",Smithers,,2002
Thylacellinae,"belongs to",Lepidopsocidae,C.,Lienhard,"C. N.",Smithers,,2002
Psoquillidae,"belongs to",Atropetae,C.,Lienhard,"C. N.",Smithers,,2002
Liposcelidae,"belongs to",Nanopsocetae,C.,Lienhard,"C. N.",Smithers,,2002
Amphientomidae,"belongs to",Amphientomoidea,C.,Lienhard,"C. N.",Smithers,,2002
Lachesillidae,"belongs to",Homilopsocidea,C.,Lienhard,"C. N.",Smithers,,2002
Archipsocidae,"belongs to",Homilopsocidea,C.,Lienhard,"C. N.",Smithers,,2002
Taranshicrinidae,"belongs to",Crinoidea,E.,Gluchowski,,,,2002
Floricyclidae,"belongs to",Crinoidea,E.,Gluchowski,,,,2002
Leptocarphiidae,"belongs to",Crinoidea,E.,Gluchowski,,,,2002
Salairocrinidae,"belongs to",Crinoidea,E.,Gluchowski,,,,2002
Kstutocrinidae,"belongs to",Crinoidea,E.,Gluchowski,,,,2002
Eubrachystigmata,"belongs to",Paucipostnodalia,G.,Bechly,K.,Ueda,,2002
Anobasicrinidae,"belongs to",Pirasocrinacea,"R. K.",Pabian,"W. J.",Rushlau,,2002
Lophocrinacea,"belongs to",Cladida,"R. K.",Pabian,"W. J.",Rushlau,,2002
Laudonocrinidae,"belongs to",Lophocrinacea,"R. K.",Pabian,"W. J.",Rushlau,,2002
Texacrinacea,"belongs to",Cladida,"R. K.",Pabian,"W. J.",Rushlau,,2002
Galateacrinidae,"belongs to",Texacrinacea,"R. K.",Pabian,"W. J.",Rushlau,,2002
Calycocrinidae,"belongs to",Galateacrinidae,"R. K.",Pabian,"W. J.",Rushlau,,2002
Cymbiocrinidae,"belongs to",Texacrinacea,"R. K.",Pabian,"W. J.",Rushlau,,2002
Agassizocrinacea,"belongs to",Cladida,"R. K.",Pabian,"W. J.",Rushlau,,2002
Epipsocidae,"belongs to",Epipsocetae,C.,Lienhard,"C. N.",Smithers,,2002
Trichopsocidae,"belongs to",Homilopsocidea,C.,Lienhard,"C. N.",Smithers,,2002
Ectopsocidae,"belongs to",Homilopsocidea,C.,Lienhard,"C. N.",Smithers,,2002
Myopsocidae,"belongs to",Psocetae,C.,Lienhard,"C. N.",Smithers,,2002
Archipsocinae,"belongs to",Archipsocidae,C.,Lienhard,"C. N.",Smithers,,2002
Mesopsocidae,"belongs to",Homilopsocidea,C.,Lienhard,"C. N.",Smithers,,2002
Perientominae,"belongs to",Lepidopsocidae,C.,Lienhard,"C. N.",Smithers,,2002
Caeciliusetae,"belongs to",Psocomorpha,C.,Lienhard,"C. N.",Smithers,,2002
Caeciliusidae,"belongs to",Caeciliusoidea,C.,Lienhard,"C. N.",Smithers,,2002
Psocetae,"belongs to",Psocomorpha,C.,Lienhard,"C. N.",Smithers,,2002
Epipsocetae,"belongs to",Psocomorpha,C.,Lienhard,"C. N.",Smithers,,2002
