child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Hippopotamidae,"belongs to",Belluae,C.-L.,Bonaparte,,,,1850
Camelidae,"belongs to",Pecora,C.-L.,Bonaparte,,,,1850
Pecora,"belongs to",Ungulata,C.-L.,Bonaparte,,,,1850
Cervidae,"belongs to",Pecora,C.-L.,Bonaparte,,,,1850
Bovidae,"belongs to",Pecora,C.-L.,Bonaparte,,,,1850
Delphinidae,"belongs to",Cete,C.-L.,Bonaparte,,,,1850
Delphinidae,"belongs to",Cete,"J. E.",Gray,,,,1850
Physeteridae,"belongs to",Cete,C.-L.,Bonaparte,,,,1850
Balaenidae,"belongs to",Cete,C.-L.,Bonaparte,,,,1850
Balaenidae,"belongs to",Cete,"J. E.",Gray,,,,1850
Equidae,"belongs to",Belluae,C.-L.,Bonaparte,,,,1850
Rhinocerotidae,"belongs to",Belluae,C.-L.,Bonaparte,,,,1850
Elephantidae,"belongs to",Belluae,C.-L.,Bonaparte,,,,1850
Manatidae,"belongs to",Sirenia,C.-L.,Bonaparte,,,,1850
Manatidae,"belongs to",Sirenia,"J. E.",Gray,,,,1850
Orycteropodidae,"belongs to",Bruta,C.-L.,Bonaparte,,,,1850
Dasipidae,"belongs to",Bruta,C.-L.,Bonaparte,,,,1850
Megatheriidae,"belongs to",Bruta,C.-L.,Bonaparte,,,,1850
Myrmecophagidae,"belongs to",Bruta,C.-L.,Bonaparte,,,,1850
Manidae,"belongs to",Bruta,C.-L.,Bonaparte,,,,1850
Pinnipedia,"belongs to",Pinnata,C.-L.,Bonaparte,,,,1850
Rhizodonta,"belongs to",Reptilia,C.-L.,Bonaparte,,,,1850
Anoplotheriidae,"belongs to",Belluae,C.-L.,Bonaparte,,,,1850
Molpadiidae,"belongs to",Holothuridea,J.,Müller,,,,1850
Zeuglodontidae,"subjective synonym of",Hydrarchidae,C.-L.,Bonaparte,,,,1850
Hydrarchidae,"belongs to",Pinnipedia,C.-L.,Bonaparte,,,,1850
Cete,"belongs to",Pinnata,C.-L.,Bonaparte,,,,1850
Cete,"belongs to",Mammalia,"J. E.",Gray,,,,1850
Bradypodidae,"belongs to",Bruta,C.-L.,Bonaparte,,,,1850
Megalosauria,"subjective synonym of",Dinosauria,C.-L.,Bonaparte,,,,1850
Ungulata,"belongs to",Educabilia,C.-L.,Bonaparte,,,,1850
Catodontidae,"belongs to",Cete,"J. E.",Gray,,,,1850
Bruta,"belongs to",Ineducabilia,C.-L.,Bonaparte,,,,1850
Ferae,"belongs to",Unguiculata,C.-L.,Bonaparte,,,,1850
Echidnidae,"belongs to",Monotremata,C.-L.,Bonaparte,,,,1850
Phalangistidae,"belongs to",Marsupialia,C.-L.,Bonaparte,,,,1850
Phascolomyidae,"belongs to",Marsupialia,C.-L.,Bonaparte,,,,1850
Hyracidae,"belongs to",Belluae,C.-L.,Bonaparte,,,,1850
Trichechidae,"belongs to",Pinnipedia,C.-L.,Bonaparte,,,,1850
Simiidae,"belongs to",Primates,C.-L.,Bonaparte,,,,1850
Crocodylidae,"belongs to",Emydosaurii,C.-L.,Bonaparte,,,,1850
Manatina,"belongs to",Sirenia,C.-L.,Bonaparte,,,,1850
Educabilia,"belongs to",Placentalia,C.-L.,Bonaparte,,,,1850
Placentalia,"belongs to",Mammalia,C.-L.,Bonaparte,,,,1850
Glires,"belongs to",Ineducabilia,C.-L.,Bonaparte,,,,1850
Hyperoodontina,"belongs to",Delphinidae,C.-L.,Bonaparte,,,,1850
Delphinina,"belongs to",Delphinidae,C.-L.,Bonaparte,,,,1850
Caprina,"belongs to",Bovidae,C.-L.,Bonaparte,,,,1850
Monodontina,"belongs to",Delphinidae,C.-L.,Bonaparte,,,,1850
Unguiculata,"belongs to",Educabilia,C.-L.,Bonaparte,,,,1850
Cynocephalina,"belongs to",Simiidae,C.-L.,Bonaparte,,,,1850
Lemurina,"belongs to",Lemuridae,C.-L.,Bonaparte,,,,1850
Tarsina,"belongs to",Lemuridae,C.-L.,Bonaparte,,,,1850
Galeopithecina,"belongs to",Galeopithecidae,C.-L.,Bonaparte,,,,1850
Cheiromydae,"belongs to",Primates,C.-L.,Bonaparte,,,,1850
Cercoleptidae,"belongs to",Ferae,C.-L.,Bonaparte,,,,1850
Cercoleptina,"belongs to",Cercoleptidae,C.-L.,Bonaparte,,,,1850
Canina,"belongs to",Canidae,C.-L.,Bonaparte,,,,1850
Hyenina,"belongs to",Viverridae,C.-L.,Bonaparte,,,,1850
Herpestina,"belongs to",Viverridae,C.-L.,Bonaparte,,,,1850
Felina,"belongs to",Felinae,C.-L.,Bonaparte,,,,1850
Mustelina,"belongs to",Mustelidae,C.-L.,Bonaparte,,,,1850
Lutrina,"belongs to",Mustelidae,C.-L.,Bonaparte,,,,1850
Mephitina,"belongs to",Mustelidae,C.-L.,Bonaparte,,,,1850
Melina,"belongs to",Procyonidae,C.-L.,Bonaparte,,,,1850
Ailurina,"belongs to",Procyonidae,C.-L.,Bonaparte,,,,1850
Procyonina,"belongs to",Procyonidae,C.-L.,Bonaparte,,,,1850
Ursina,"belongs to",Ursidae,C.-L.,Bonaparte,,,,1850
Pinnata,"belongs to",Educabilia,C.-L.,Bonaparte,,,,1850
Otariina,"belongs to",Phocidae,C.-L.,Bonaparte,,,,1850
Phocina,"belongs to",Phocidae,C.-L.,Bonaparte,,,,1850
Trichechina,"belongs to",Trichechidae,C.-L.,Bonaparte,,,,1850
Hydrarchina,"belongs to",Hydrarchidae,C.-L.,Bonaparte,,,,1850
Physeterina,"belongs to",Physeteridae,C.-L.,Bonaparte,,,,1850
Balaenina,"belongs to",Balaenidae,C.-L.,Bonaparte,,,,1850
Halicorina,"belongs to",Manatidae,C.-L.,Bonaparte,,,,1850
Rytinina,"belongs to",Manatidae,C.-L.,Bonaparte,,,,1850
Deinotheriidae,"belongs to",Sirenia,C.-L.,Bonaparte,,,,1850
Dinotheriina,"belongs to",Deinotheriidae,C.-L.,Bonaparte,,,,1850
Palaeotheriina,"belongs to",Rhinocerotidae,C.-L.,Bonaparte,,,,1850
Tapiridae,"belongs to",Rhinocerotidae,C.-L.,Bonaparte,,,,1850
Rhinocerina,"belongs to",Rhinocerotidae,C.-L.,Bonaparte,,,,1850
Elasmotheriina,"belongs to",Rhinocerotidae,C.-L.,Bonaparte,,,,1850
Hyracina,"belongs to",Hyracidae,C.-L.,Bonaparte,,,,1850
Chaeropotamina,"belongs to",Suidae,C.-L.,Bonaparte,,,,1850
Hippopotamina,"belongs to",Hippopotamidae,C.-L.,Bonaparte,,,,1850
Anoplotheriina,"belongs to",Anoplotheriidae,C.-L.,Bonaparte,,,,1850
Equina,"belongs to",Equidae,C.-L.,Bonaparte,,,,1850
Merycotheriina,"belongs to",Camelidae,C.-L.,Bonaparte,,,,1850
Camelina,"belongs to",Camelidae,C.-L.,Bonaparte,,,,1850
Aucheniina,"belongs to",Camelidae,C.-L.,Bonaparte,,,,1850
Moschina,"belongs to",Cervidae,C.-L.,Bonaparte,,,,1850
Cervina,"belongs to",Cervidae,C.-L.,Bonaparte,,,,1850
Camelopardalidae,"belongs to",Pecora,C.-L.,Bonaparte,,,,1850
Sivatheriina,"belongs to",Camelopardalidae,C.-L.,Bonaparte,,,,1850
Antilopina,"belongs to",Bovidae,C.-L.,Bonaparte,,,,1850
Bovina,"belongs to",Bovidae,C.-L.,Bonaparte,,,,1850
Ineducabilia,"belongs to",Placentalia,C.-L.,Bonaparte,,,,1850
Manina,"belongs to",Manidae,C.-L.,Bonaparte,,,,1850
Myrmecophagina,"belongs to",Myrmecophagidae,C.-L.,Bonaparte,,,,1850
Orycteropodina,"belongs to",Orycteropodidae,C.-L.,Bonaparte,,,,1850
Dasypodina,"belongs to",Dasipidae,C.-L.,Bonaparte,,,,1850
Chlamydophorina,"belongs to",Dasipidae,C.-L.,Bonaparte,,,,1850
Megatheriina,"belongs to",Megatheriidae,C.-L.,Bonaparte,,,,1850
Bradypodina,"belongs to",Bradypodidae,C.-L.,Bonaparte,,,,1850
Bestiae,"belongs to",Ineducabilia,C.-L.,Bonaparte,,,,1850
Echimyidae,"belongs to",Glires,C.-L.,Bonaparte,,,,1850
Lagostomyidae,"belongs to",Glires,C.-L.,Bonaparte,,,,1850
Ovovivipara,"belongs to",Mammalia,C.-L.,Bonaparte,,,,1850
Dinosauria,"belongs to",Rhizodonta,C.-L.,Bonaparte,,,,1850
Sirenia,"belongs to",Cete,"J. E.",Gray,,,,1850
Geosauridae,"belongs to",Dinosauria,C.-L.,Bonaparte,,,,1850
Ornithosauria,"belongs to",Rhizodonta,C.-L.,Bonaparte,,,,1850
Emydosaurii,"belongs to",Rhizodonta,C.-L.,Bonaparte,,,,1850
Crocodilia,"subjective synonym of",Emydosaurii,C.-L.,Bonaparte,,,,1850
Enaliosauria,"belongs to",Rhizodonta,C.-L.,Bonaparte,,,,1850
Cheiromina,"belongs to",Lemuridae,C.-L.,Bonaparte,,,,1850
Clypeastres,"belongs to",Irregularia,A.D.,d'Orbigny,,,,1851
Cetacea,"belongs to",Monodelphia,"F. -J.",Pictet,,,,1853
Cetacea,"belongs to",Mammalia,"H. G.",Bronn,,,,1853
Dolichosauridae,"belongs to",Sauria,P.,Gervais,,,,1853
Mosasauridae,"belongs to",Sauria,P.,Gervais,,,,1853
Megalosauridae,"belongs to",Sauria,P.,Gervais,,,,1853
Iguanodontidae,"belongs to",Sauria,P.,Gervais,,,,1853
Delphinidae,"belongs to",Cetacea,"F. -J.",Pictet,,,,1853
Delphinidae,"belongs to",Cetacea,"H. G.",Bronn,,,,1853
Monodontidae,"belongs to",Cetacea,"F. -J.",Pictet,,,,1853
Physeteridae,"belongs to",Cetacea,"F. -J.",Pictet,,,,1853
Balaenidae,"belongs to",Cetacea,"F. -J.",Pictet,,,,1853
Balaenidae,"belongs to",Cetacea,"H. G.",Bronn,,,,1853
Zeuglodontes,"belongs to",Monodelphia,"F. -J.",Pictet,,,,1853
Balaenodontae,"belongs to",Cetacea,"H. G.",Bronn,,,,1853
Zeuglodontidae,"belongs to",Cetacea,"H. G.",Bronn,,,,1853
Herbivorae,"belongs to",Cetacea,"H. G.",Bronn,,,,1853
Membracidae,"belongs to",Hemiptera,O.,Heer,,,,1853
Paludinosa,"belongs to",Chelonia,R.,Owen,,,,1853
Archaeidae,"belongs to",Araneae,,Koch,,Berendt,,1854
Dinosauria,"belongs to",Reptilia,R.,Owen,,,,1855
Nuculanidae,"belongs to",Nuculacea,H.,Adams,A.,Adams,,1858
Pectinibranchia,"belongs to",Mollusca,A.,Bravard,,,,1858
Nuculaninae,"belongs to",Nuculanidae,H.,Adams,A.,Adams,,1858
Opisthocoelia,"belongs to",Crocodilia,R.,Owen,,,,1859
Linyphiidae,"belongs to",Araneomorphae,,Blackwall,,,,1859
Chelonia,"belongs to",Reptilia,R.,Owen,,,,1861
Crocodilia,"belongs to",Reptilia,R.,Owen,,,,1861
Labyrinthodontia,"belongs to",Reptilia,R.,Owen,,,,1861
Sauropterygia,"belongs to",Enaliosauria,R.,Owen,,,,1861
Thecodontia,"belongs to",Reptilia,R.,Owen,,,,1861
Pterosauria,"belongs to",Reptilia,R.,Owen,,,,1861
Ichthyopterygia,"belongs to",Enaliosauria,R.,Owen,,,,1861
Cynodontia,"belongs to",Anomodontia,R.,Owen,,,,1861
Dinosauria,"belongs to",Reptilia,R.,Owen,,,,1861
Ophidia,"belongs to",Reptilia,R.,Owen,,,,1861
Opisthocoelia,"belongs to",Crocodilia,R.,Owen,,,,1861
Anomodontia,"belongs to",Reptilia,R.,Owen,,,,1861
Maclureadae,"belongs to",Gastropoda,P.P.,Carpenter,,,,1861
Crossopterygidae,"belongs to",Ganoidei,"T. H.",Huxley,,,,1861
Ganocephala,"belongs to",Reptilia,R.,Owen,,,,1861
Enaliosauria,"belongs to",Reptilia,R.,Owen,,,,1861
Cryptodontia,"belongs to",Anomodontia,R.,Owen,,,,1861
Amphicoelia,"belongs to",Crocodilia,R.,Owen,,,,1861
Procoelia,"belongs to",Crocodilia,R.,Owen,,,,1861
Lacertilia,"belongs to",Reptilia,R.,Owen,,,,1861
Dicynodontia,"belongs to",Anomodontia,R.,Owen,,,,1861
Batrachia,"belongs to",Reptilia,R.,Owen,,,,1861
Saurodipterini,"belongs to",Crossopterygidae,"T. H.",Huxley,,,,1861
Glyptodipterini,"belongs to",Crossopterygidae,"T. H.",Huxley,,,,1861
Ctenodipterini,"belongs to",Crossopterygidae,"T. H.",Huxley,,,,1861
Coelacanthini,"belongs to",Crossopterygidae,"T. H.",Huxley,,,,1861
Amiidae,"belongs to",Ganoidei,"T. H.",Huxley,,,,1861
Amiidae,"belongs to",Ganoidei,"T. H.",Huxley,,,,1861
Lepisosteidae,"belongs to",Ganoidei,"T. H.",Huxley,,,,1861
Polypterini,"belongs to",Crossopterygidae,"T. H.",Huxley,,,,1861
Phaneropleurini,"belongs to",Crossopterygidae,"T. H.",Huxley,,,,1861
Lepidosteidae,"belongs to",Ganoidei,"T. H.",Huxley,,,,1861
Cephalaspidae,"belongs to",Chondrostei,"T. H.",Huxley,,,,1861
Microsauria,"belongs to",Reptilia,"J. W.",Dawson,,,,1863
Platanistina,"belongs to",Cete,"J. E.",Gray,,,,1863
Daphinellinae,"belongs to",Turridae,,Deshayes,,,,1863
Sirenia,"belongs to",Cetacea,"J. E.",Gray,,,,1863
Cete,"belongs to",Cetacea,"J. E.",Gray,,,,1863
Delphinidae,"belongs to",Denticete,"J. E.",Gray,,,,1864
Balaenopteridae,"belongs to",Mysticete,"J. E.",Gray,,,,1864
Manatidae,"belongs to",Sirenia,"J. E.",Gray,,,,1864
Ziphioidea,"subjective synonym of",Rhynchoceti,"T. H.",Huxley,,,,1864
Megapterinae,"belongs to",Balaenopteridae,,Flower,,,,1864
Balaenopterinae,"belongs to",Balaenopteridae,,Gray,,,,1864
Catodontidae,"belongs to",Denticete,"J. E.",Gray,,,,1864
Hoplophorini,"belongs to",Hoplophoridae,"T. H.",Huxley,,,,1864
Hyperoodontina,"belongs to",Delphinidae,"J. E.",Gray,,,,1864
Hyperoodontina,"subjective synonym of",Rhynchoceti,"T. H.",Huxley,,,,1864
Sirenia,"belongs to",Cetacea,"J. E.",Gray,,,,1864
Cete,"belongs to",Cetacea,"J. E.",Gray,,,,1864
Mysticete,"belongs to",Cete,"J. E.",Gray,,,,1864
Denticete,"belongs to",Cete,"J. E.",Gray,,,,1864
Ziphiidae,"belongs to",Delphinidae,"J. E.",Gray,,,,1864
Delphinina,"belongs to",Delphinidae,"J. E.",Gray,,,,1864
Globiocephalina,"belongs to",Delphinidae,"J. E.",Gray,,,,1864
Phocaenina,"belongs to",Delphinidae,"J. E.",Gray,,,,1864
Rhynchoceti,"belongs to",Cetacea,"T. H.",Huxley,,,,1864
Sauropsida,"belongs to",Amniota,"T. H.",Huxley,,,,1864
Prionodontina,"belongs to",Viverridae,,Gray,,,,1864
Cynogalina,"belongs to",Viverridae,,Gray,,,,1864
Balaenopteridae,"belongs to",Balaenoidea,"W. H.",Flower,,,,1865
Balaenidae,"belongs to",Balaenoidea,"W. H.",Flower,,,,1865
Megapterinae,"belongs to",Balaenopteridae,"W. H.",Flower,,,,1865
Balaenopterinae,"belongs to",Balaenopteridae,"W. H.",Flower,,,,1865
Palaeocetidae,"belongs to",Mysticeti,H.,Seeley,,,,1865
Hyperoodontina,"belongs to",Ziphiidae,"J. E.",Gray,,,,1865
Epiodontina,"belongs to",Ziphiidae,"J. E.",Gray,,,,1865
Ziphiidae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1865
Skeneadae,"belongs to",Turbinidae,,Stimpson,,,,1865
Epilamprinae,"belongs to",Blaberidae,,"Brunner Von Wattenwyl",,,,1865
Blaberidae,"belongs to",Blattariae,,"Brunner Von Wattenwyl",,,,1865
Reptilia,"belongs to",Monocondylia,E.,Haeckel,,,,1866
Chelonia,"belongs to",Rhamphosauria,E.,Haeckel,,,,1866
Aves,"belongs to",Monocondylia,E.,Haeckel,,,,1866
Mammalia,"belongs to",Dicondylia,E.,Haeckel,,,,1866
Pterosauria,"belongs to",Rhamphosauria,E.,Haeckel,,,,1866
Phocidae,"belongs to",Pinnipedia,T.,Gill,,,,1866
Otariina,"belongs to",Pinnipedia,T.,Gill,,,,1866
Platanistina,"belongs to",Denticete,"J. E.",Gray,,,,1866
Ziphiidae,"belongs to",Denticete,"J. E.",Gray,,,,1866
Delphinidae,"belongs to",Denticete,"J. E.",Gray,,,,1866
Balaenopteridae,"belongs to",Mysticete,"J. E.",Gray,,,,1866
Balaenidae,"belongs to",Mysticete,"J. E.",Gray,,,,1866
Manatidae,"belongs to",Sirenia,"J. E.",Gray,,,,1866
Iniana,"belongs to",Denticete,"J. E.",Gray,,,,1866
Amniota,"belongs to",Amphirrhina,E.,Haeckel,,,,1866
Phocinae,"belongs to",Phocidae,T.,Gill,,,,1866
Orthopoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1866
Orthopoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1866
Goniopoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1866
Goniopoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1866
Pisces,"belongs to",Anamnia,E.,Haeckel,,,,1866
Anomodontia,"belongs to",Rhamphosauria,E.,Haeckel,,,,1866
Tetragnathidae,"belongs to",Araneomorphae,,Menge,,,,1866
Hyperoodontina,"belongs to",Denticete,"J. E.",Gray,,,,1866
Trichechidae,"belongs to",Phocidae,"J. E.",Gray,,,,1866
Lissamphibia,"belongs to",Amphibia,E.,Haeckel,,,,1866
Catodontidae,"belongs to",Denticete,"J. E.",Gray,,,,1866
Cystophorinae,"belongs to",Phocidae,T.,Gill,,,,1866
Potamogalidae,"belongs to",Insectivora,"G. J.",Allman,,,,1866
Trichechidae,"subjective synonym of",Rosmaridae,T.,Gill,,,,1866
Dinosauria,"belongs to",Reptilia,E.,Haeckel,,,,1866
Cricetinae,"belongs to",Cricetidae,,Murray,,,,1866
Stenorhyncina,"belongs to",Phocidae,"J. E.",Gray,,,,1866
Lepidosauria,"belongs to",Reptilia,E.,Haeckel,,,,1866
Phocina,"belongs to",Phocidae,"J. E.",Gray,,,,1866
Harpagosauria,"belongs to",Dinosauria,E.,Haeckel,,,,1866
Therosauria,"belongs to",Dinosauria,E.,Haeckel,,,,1866
Sirenia,"belongs to",Cetacea,"J. E.",Gray,,,,1866
Cete,"belongs to",Cetacea,"J. E.",Gray,,,,1866
Mysticete,"belongs to",Cete,"J. E.",Gray,,,,1866
Denticete,"belongs to",Cete,"J. E.",Gray,,,,1866
Globiocephalidae,"belongs to",Denticete,"J. E.",Gray,,,,1866
Stenorhyncina,"belongs to",Phocidae,T.,Gill,,,,1866
Rosmaridae,"belongs to",Pinnipedia,T.,Gill,,,,1866
Monorrhina,"belongs to",Pachycardia,E.,Haeckel,,,,1866
Sauriurae,"belongs to",Aves,E.,Haeckel,,,,1866
Ornithurae,"belongs to",Aves,E.,Haeckel,,,,1866
Pachycardia,"belongs to",Vertebrata,E.,Haeckel,,,,1866
Vertebrata,"belongs to",Animalia,E.,Haeckel,,,,1866
Phractamphibia,"belongs to",Amphibia,E.,Haeckel,,,,1866
Monocondylia,"belongs to",Amniota,E.,Haeckel,,,,1866
Tocosauria,"belongs to",Reptilia,E.,Haeckel,,,,1866
Dichthacantha,"belongs to",Tocosauria,E.,Haeckel,,,,1866
Thecodontia,"belongs to",Tocosauria,E.,Haeckel,,,,1866
Rhamphosauria,"belongs to",Reptilia,E.,Haeckel,,,,1866
Dicondylia,"belongs to",Amniota,E.,Haeckel,,,,1866
Odontoceti,"belongs to",Cetacea,"W. H.",Flower,,,,1867
Platanistina,"belongs to",Odontoceti,"W. H.",Flower,,,,1867
Delphinidae,"belongs to",Odontoceti,"W. H.",Flower,,,,1867
Physeteridae,"belongs to",Odontoceti,"W. H.",Flower,,,,1867
Balaenopteridae,"belongs to",Mystacoceti,"W. H.",Flower,,,,1867
Balaenidae,"belongs to",Mystacoceti,"W. H.",Flower,,,,1867
Goniopoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1867
Physeterinae,"belongs to",Physeteridae,"W. H.",Flower,,,,1867
Delphininae,"belongs to",Delphinidae,"W. H.",Flower,,,,1867
Platanistinae,"belongs to",Platanistina,"W. H.",Flower,,,,1867
Megapterinae,"belongs to",Balaenopteridae,"W. H.",Flower,,,,1867
Balaenopterinae,"belongs to",Balaenopteridae,"W. H.",Flower,,,,1867
Beluginae,"belongs to",Delphinidae,"W. H.",Flower,,,,1867
Symphypoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1867
Balaeninae,"belongs to",Balaenidae,"W. H.",Flower,,,,1867
Mystacoceti,"belongs to",Cetacea,"W. H.",Flower,,,,1867
Tethyidae,"belongs to",Epipolasida,,Gray,,,,1867
Rhynchocephalia,"belongs to",Squamata,A.,Günther,,,,1867
Psilocerataceae,"objective synonym of",Psiloceratoidea,,Hyatt,,,,1867
Ziphiidae,"belongs to",Odontoceti,"W. H.",Flower,,,,1867
Platanistina,"belongs to",Susoidea,"J. E.",Gray,,,,1868
Ziphiidae,"belongs to",Ziphioidea,"J. E.",Gray,,,,1868
Delphinidae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1868
Physeteridae,"belongs to",Physeteroidea,"J. E.",Gray,,,,1868
Balaenopteridae,"belongs to",Balaenopteroidea,"J. E.",Gray,,,,1868
Balaenidae,"belongs to",Balaenoidea,"J. E.",Gray,,,,1868
Iniana,"belongs to",Delphinoidea,"J. E.",Gray,,,,1868
Ziphioidea,"belongs to",Denticete,"J. E.",Gray,,,,1868
Delphinoidea,"belongs to",Denticete,"J. E.",Gray,,,,1868
Balaenopteroidea,"belongs to",Mysticete,"J. E.",Gray,,,,1868
Balaenoidea,"belongs to",Mysticete,"J. E.",Gray,,,,1868
Hyperoodontina,"belongs to",Ziphioidea,"J. E.",Gray,,,,1868
Catodontidae,"belongs to",Physeteroidea,"J. E.",Gray,,,,1868
Cynorcidae,"belongs to",Cetacea,"E. D.",Cope,,,,1868
Mysticete,"belongs to",Cetacea,"J. E.",Gray,,,,1868
Beluginae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1868
Delphinina,"belongs to",Delphinidae,"J. E.",Gray,,,,1868
Denticete,"belongs to",Cete,"J. E.",Gray,,,,1868
Globiocephalidae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1868
Phocaenina,"belongs to",Delphinidae,"J. E.",Gray,,,,1868
Megapterinae,"belongs to",Balaenopteroidea,"J. E.",Gray,,,,1868
Physalinidae,"belongs to",Balaenopteroidea,"J. E.",Gray,,,,1868
Susoidea,"belongs to",Denticete,"J. E.",Gray,,,,1868
Stenonina,"belongs to",Delphinidae,"J. E.",Gray,,,,1868
Lagenorhynchina,"belongs to",Delphinidae,"J. E.",Gray,,,,1868
Orcadina,"belongs to",Delphinidae,"J. E.",Gray,,,,1868
Epiodontina,"belongs to",Ziphioidea,"J. E.",Gray,,,,1868
Polyphaginae,"belongs to",Polyphagidae,,Walker,,,,1868
Polyphagidae,"belongs to",Blattariae,,Walker,,,,1868
Anaplectidae,"belongs to",Blattariae,,Walker,,,,1868
Uromastycinae,"belongs to",Agamidae,W.,Theobold,,,,1868
Inarticulata,"belongs to",Brachiopoda,"T. H.",Huxley,,,,1869
Testudinidae,"belongs to",Testudinata,"J. E.",Gray,,,,1869
Mosasauridae,"belongs to",Pythonomorpha,"E. D.",Cope,,,,1869
Platanistina,"belongs to",Denticete,"C. M.",Scammon,"E. D.",Cope,,1869
Delphinidae,"belongs to",Denticete,"C. M.",Scammon,"E. D.",Cope,,1869
Physeteridae,"belongs to",Denticete,"C. M.",Scammon,"E. D.",Cope,,1869
Mysticeti,"belongs to",Cetacea,"C. M.",Scammon,"E. D.",Cope,,1869
Balaenidae,"belongs to",Mysticeti,"C. M.",Scammon,"E. D.",Cope,,1869
Uloboridae,"belongs to",Araneomorphae,,Thorell,,,,1869
Argyronetinae,"belongs to",Cybaeidae,,Menge,,,,1869
Denticete,"belongs to",Cetacea,"C. M.",Scammon,"E. D.",Cope,,1869
Mysticete,"belongs to",Cetacea,"C. M.",Scammon,"E. D.",Cope,,1869
Rhynchonellidae,"belongs to",Articulata,"T. H.",Huxley,,,,1869
Terebratulidae,"belongs to",Articulata,"T. H.",Huxley,,,,1869
Spiriferidae,"belongs to",Articulata,"T. H.",Huxley,,,,1869
Orthidae,"belongs to",Articulata,"T. H.",Huxley,,,,1869
Discinidae,"belongs to",Inarticulata,"T. H.",Huxley,,,,1869
Lingulidae,"belongs to",Inarticulata,"T. H.",Huxley,,,,1869
Cryptoproctina,"belongs to",Fissipeda,,Flower,,,,1869
Articulata,"belongs to",Brachiopoda,"T. H.",Huxley,,,,1869
Craniidae,"belongs to",Inarticulata,"T. H.",Huxley,,,,1869
Pycnasterides,"belongs to",Atelostomata,A.,Pomel,,,,1869
Pythonomorpha,"belongs to",Reptilia,"E. D.",Cope,,,,1869
Streptosauria,"belongs to",Reptilia,"E. D.",Cope,,,,1869
Clidastidae,"belongs to",Pythonomorpha,"E. D.",Cope,,,,1869
Archosauria,"belongs to",Reptilia,"E. D.",Cope,,,,1870
Megalosauridae,"belongs to",Dinosauria,"T. H.",Huxley,,,,1870
Iguanodontidae,"belongs to",Dinosauria,"T. H.",Huxley,,,,1870
Iguanodontidae,"belongs to",Orthopoda,"E. D.",Cope,,,,1870
Hadrosauridae,"belongs to",Orthopoda,"E. D.",Cope,,,,1870
Scelidosauridae,"belongs to",Dinosauria,"T. H.",Huxley,,,,1870
Scelidosauridae,"belongs to",Orthopoda,"E. D.",Cope,,,,1870
Delphinidae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1870
Pontoporiidae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1870
Balaenidae,"belongs to",Mysticeti,"J. E.",Gray,,,,1870
Compsognatha,"belongs to",Ornithoscelida,"T. H.",Huxley,,,,1870
Orthopoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1870
Adocidae,"belongs to",Chelonia,"E. D.",Cope,,,,1870
Ornithoscelida,"belongs to",Reptilia,"T. H.",Huxley,,,,1870
Ornithoscelida,"belongs to",Reptilia,E.,Bunzel,,,,1870
Ornithocephala,"belongs to",Reptilia,E.,Bunzel,,,,1870
Orcadae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1870
Beluginae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1870
Dinosauria,"belongs to",Ornithoscelida,"T. H.",Huxley,,,,1870
Dinosauria,"belongs to",Archosauria,"E. D.",Cope,,,,1870
Globiocephalidae,"belongs to",Delphinoidea,"J. E.",Gray,,,,1870
Megapterinae,"belongs to",Mysticeti,"J. E.",Gray,,,,1870
Symphypoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1870
Goniopoda,"belongs to",Dinosauria,"E. D.",Cope,,,,1870
Agaphelidae,"belongs to",Mysticeti,"J. E.",Gray,,,,1870
Physalinidae,"belongs to",Mysticeti,"J. E.",Gray,,,,1870
Pterobalaenidae,"belongs to",Mysticeti,"J. E.",Gray,,,,1870
Sternothaeridae,"belongs to",Pleurodira,"E. D.",Cope,,,,1870
Phocidae,"belongs to",Pinnipedia,"J. E.",Gray,,,,1871
Basilosauridae,"belongs to",Zeuglodontes,T.,Gill,,,,1871
Basilosauridae,"belongs to",Zeuglodontes,T.,Gill,,,,1871
Platanistina,"belongs to",Denticete,T.,Gill,,,,1871
Platanistina,"belongs to",Denticete,T.,Gill,,,,1871
Ziphiidae,"belongs to",Physeteroidea,"J. E.",Gray,,,,1871
Ziphiidae,"belongs to",Denticete,T.,Gill,,,,1871
Delphinidae,"belongs to",Denticete,T.,Gill,,,,1871
