"phylum","class","order","family","otu"
"Mollusca","Bivalvia","Poromyida","Verticordiidae","Trigonulina"
"Mollusca","Gastropoda","","Pyramidellidae","Ugartea"
"Mollusca","Gastropoda","Neogastropoda","Olividae","Macgintiella"
"Mollusca","Gastropoda","","Turbinidae","Arene"
"Mollusca","Gastropoda","","Vitrinellidae","Episcynia"
"Mollusca","Gastropoda","","Triviidae","Erato"
"Mollusca","Bivalvia","Cardiida","Tellinidae","Phyllodina"
"Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Cryoturris"
"Mollusca","Gastropoda","Neogastropoda","Drilliidae","Leptadrillia"
"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Nassarina"
"Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Vitricythara"
"Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Glyphoturris"
"Mollusca","Gastropoda","Neogastropoda","Horaiclavidae","Thelecythara"
"Mollusca","Gastropoda","Neogastropoda","Drilliidae","Cerodrillia"
"Mollusca","Gastropoda","Neogastropoda","Cochlespiridae","Ancistrosyrinx"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Pleurofusia (Cruziturricula)"
"Mollusca","Gastropoda","","Triviidae","Hespererato"
"Mollusca","Gastropoda","Neogastropoda","","Euglyphostoma"
"Mollusca","Gastropoda","Neogastropoda","Conidae","Gymnobela"
"Mollusca","Gastropoda","Thecosomata","Cavoliniidae","Styliola"
"Mollusca","Gastropoda","","Pyramidellidae","Triptychus"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Sedilia"
"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Turrina"
"Mollusca","Gastropoda","Cephalaspidea","Haminoeidae","Aliculastrum"
"Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymerella"
"Mollusca","Gastropoda","","Barleeidae","Barleeia"
"Mollusca","Gastropoda","","Bursidae","Colubrellina"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Trialatella"
"Mollusca","Gastropoda","Neogastropoda","Clavatulidae","Knefastia"
"Mollusca","Gastropoda","","Caecidae","Meioceras"
"Mollusca","Gastropoda","","Cassidae","Tylocassis"
"Mollusca","Bivalvia","Veneroidei","Veneridae","Hyphantosoma"
"Mollusca","Gastropoda","Sorbeoconcha","Modulidae","Psammodulus"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Bailya"
"Mollusca","Gastropoda","","Pyramidellidae","Brachystomia"
"Mollusca","Gastropoda","","Pyramidellidae","Dunkeria"
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Granula"
"Mollusca","Gastropoda","","Pediculariidae","Jenneria"
"Mollusca","Gastropoda","Neogastropoda","Pseudomelaniidae","Lioglyphostoma"
"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Zanassarina"
"Mollusca","Gastropoda","","Pyramidellidae","Ondina"
"Mollusca","Gastropoda","","Pleurotomariidae","Entemnotrochus"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Pazinotus"
"Mollusca","Gastropoda","","Cypraeidae","Proadusta"
"Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Pyrgocythara"
"Mollusca","Gastropoda","","Pickworthiidae","Sansonia"
"Mollusca","Gastropoda","Neogastropoda","Drilliidae","Syntomodrillia"
"Mollusca","Gastropoda","Neogastropoda","Costellariidae","Thala"
"Porifera","Stromatoporoidea","Clathrodictyida","Actinodictyidae","Yabeodictyon"
"Echinodermata","Crinoidea","Sagenocrinida","","Temnocrinus"
"Echinodermata","Rhombifera","","Echinoencrinitidae","Glansicystis"
"Arthropoda","Trilobita","Lichida","Lichidae","Platylichas (Rontrippia)"
"Porifera","Regulares","Ajacicyathida","","Conannulofungia"
"Brachiopoda","Strophomenata","Productida","Echinoconchidae","Pulchratia"
"Cnidaria","Anthozoa","Stauriida","Expressophyllidae","Pseudopilophyllum"
"","","Hyolithelminthida","Torellellidae","Rushtonia"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Potamidopsis"
"Cnidaria","Anthozoa","Tabulaconida","","Arrowipora"
"Porifera","Regulares","Ajacicyathida","","Juricyathus"
"","Palaeoscolecida","","","Milaculum"
"","Palaeoscolecida","","","Cowiella"
"Mollusca","Gastropoda","Murchisoniina","Gosseletinidae","Ferganispira"
"Mollusca","Gastropoda","Euomphalina","Microdomatidae","Cyclites"
"Mollusca","Gastropoda","Euomphalina","Microdomatidae","Microdoma (Euconodoma)"
"Mollusca","Gastropoda","","Anthracopupidae","Anthracopupa"
"Mollusca","Gastropoda","","Dendropupidae","Dendropupa"
"Mollusca","Gastropoda","Neogastropoda","Pseudomelaniidae","Crassispirella"
"Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae","Ochetoclava"
"Mollusca","Gastropoda","","Ovulidae","Simnia"
"Mollusca","Bivalvia","Cardiida","Solecurtidae","Mesopleura"
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Glabella"
"Mollusca","Bivalvia","Ostreida","Ostreidae","Ostreola"
"Bryozoa","Stenolaemata","Cryptostomata","","Trigonodictya"
"Cnidaria","Anthozoa","Tetradiida","Paleoalveolitidae","Paleoalveolites"
"Brachiopoda","Rhynchonellata","Pentamerida","Tetralobulidae","Cuparius"
"Mollusca","Cephalopoda","Endocerida","Proterocameroceratidae","Mcqueenoceras"
"Bryozoa","Stenolaemata","Fenestrata","","Ottoseetaxis"
"Bryozoa","Stenolaemata","Trepostomida","","Yichangopora"
"Arthropoda","","","","Sidneyia"
"Arthropoda","","","","Leanchoilia"
"Arthropoda","","","","Mollisonia"
"Arthropoda","","","","Nettapezoura"
"Arthropoda","","","","Dicranocaris"
"Arthropoda","","Protocaridida","","Branchiocaris"
"Cnidaria","Anthozoa","Auloporida","Fletcheriellidae","Eofletcheriella"
"","","","","Agetolitoides"
"Mollusca","Cephalopoda","Ammonitida","Polymorphitidae","Paratropidoceras"
"Mollusca","Gastropoda","","Trochotomidae","Trochotoma"
"Mollusca","Gastropoda","","Emarginulinae","Tauschia"
"Mollusca","Gastropoda","","Cirridae","Discocirrus"
"Mollusca","Gastropoda","","Cirridae","Spirocirrus"
"Mollusca","Bivalvia","Modiomorphida","Modiomorphidae","Aristerella"
"Mollusca","Gastropoda","Sorbeoconcha","Cryptaulacidae","Cerithinella"
"Mollusca","Gastropoda","Sorbeoconcha","Procerithiidae","Climacina"
"Mollusca","Gastropoda","Architectibranchia","Tubiferidae","Proceritella"
"Mollusca","Cephalopoda","Ammonitida","Polymorphitidae","Catriceras"
"Mollusca","Gastropoda","","Strombidae","Veatchia"
"Mollusca","Gastropoda","","Ficidae","Fusoficula"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Teratelasmella"
"Brachiopoda","Strophomenata","Strophomenida","Bimuriidae","Craspedelia"
"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae","Kajnaria"
"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae","Shlyginia"
"Brachiopoda","Strophomenata","Strophomenida","Leptestiidae","Sortanella"
"Brachiopoda","Strophomenata","Orthotetida","Chilidiopsidae","Gacella"
"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae","Grammoplecia"
"Brachiopoda","Rhynchonellata","Pentamerida","Parastrophinidae","Liostrophia"
"Brachiopoda","Rhynchonellata","Pentamerida","Parallelelasmatidae","Schizostrophina"
"Brachiopoda","Lingulata","Siphonotretida","Siphonotretidae","Nushbiella"
"Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae","Limbimurina"
"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae","Acculina"
"Echinodermata","Crinoidea","","","Webericrinus"
"Echinodermata","Crinoidea","","","Ordinacrinus"
"Echinodermata","Crinoidea","","","Malovicrinus"
"Echinodermata","Crinoidea","","","Tatjanicrinus"
"Echinodermata","Crinoidea","","","Flexicrinus"
"Echinodermata","Crinoidea","","","Communicrinus"
"Echinodermata","Crinoidea","","","Multifidocrinus"
"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae","Dulankarella"
"Brachiopoda","Rhynchonellata","Pentamerida","Camerellidae","Plectosyntrophia"
"Mollusca","Bivalvia","Cardiida","Solecurtidae","Tagelus (Mesopleura)"
"Mollusca","Gastropoda","Sorbeoconcha","Campanilidae","Portoricia"
"Porifera","Demospongea","Lithistida","","Kazania"
"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae","Tesikella"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Olgambonites"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Zhilgyzambonites"
"Echinodermata","Ophiuroidea","Ophiurida","Ophiactidae","Ophiactis"
"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Pallacera"
"Mollusca","Gastropoda","Cephalaspida","","Bucconia"
"Mollusca","Gastropoda","","Epitoniidae","Sthenorhytis"
"Cnidaria","Anthozoa","Favositida","Alveolitidae","Grandalveolites"
"Cnidaria","Anthozoa","Favositida","Favositidae","Striatoporella"
"Cnidaria","Anthozoa","Favositida","Favositidae","Mesolites"
"Mollusca","Bivalvia","Ostreida","Gryphaeidae","Crenostrea"
"Cnidaria","Anthozoa","Stauriida","Columnariidae","Planetophyllum"
"Cnidaria","Anthozoa","Stauriida","Centristelidae","Centristela"
"Cnidaria","Anthozoa","Stauriida","Spongophyllidae","Beugniesastraea"
"Cnidaria","Anthozoa","Stauriida","Endophyllidae","Blysmatophyllum"
"Cnidaria","Anthozoa","Stauriida","Disphyllidae","Amaraphyllum"
"Mollusca","Gastropoda","Murchisoniina","Palaeozygopleuridae","Medfrazyga"
"Mollusca","Gastropoda","Murchisoniina","Porcelliidae","Perryconcha"
"Mollusca","Gastropoda","","Xenophoridae","Stellaria"
"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Parvanachis"
"Mollusca","Gastropoda","","Ranellidae","Cymatium (Gutturnium)"
"Mollusca","Bivalvia","Lucinida","Lucinidae","Codakia (Codakia)"
"Cnidaria","Anthozoa","Stauriida","Cyathophyllidae","Heterophaulactis"
"Cnidaria","Anthozoa","Stauriida","Disphyllidae","Xystrigona"
